"SalesOrderID","OrderDate","CustomerID"
"154922","2022-11-06","47094"
"154923","2022-11-06","27052"
"154924","2022-11-06","27174"
"154925","2022-11-06","47097"
"154926","2022-11-06","5786"
"154927","2022-11-06","25448"
"154928","2022-11-06","16665"
"154929","2022-11-06","375"
"154930","2022-11-06","27195"
"154931","2022-11-06","11355"
"154932","2022-11-06","19045"
"154933","2022-11-06","47101"
"154934","2022-11-06","47104"
"154935","2022-11-06","18182"
"154936","2022-11-06","25062"
"154937","2022-11-06","30498"
"154938","2022-11-06","47108"
"154939","2022-11-06","45393"
"154940","2022-11-06","29490"
"154941","2022-11-06","17432"
"154942","2022-11-06","47112"
"154943","2022-11-06","13768"
"154944","2022-11-06","36778"
"154945","2022-11-06","10377"
"154946","2022-11-06","5398"
"154947","2022-11-06","47117"
"154948","2022-11-06","39629"
"154949","2022-11-06","44880"
"154950","2022-11-06","18763"
"154951","2022-11-06","25747"
"154952","2022-11-06","8357"
"154953","2022-11-06","12175"
"154954","2022-11-06","33882"
"154955","2022-11-06","47121"
"154956","2022-11-06","43335"
"154957","2022-11-06","35383"
"154958","2022-11-06","7128"
"154959","2022-11-06","17838"
"154960","2022-11-06","329"
"154961","2022-11-06","47125"
"154962","2022-11-06","47129"
"154963","2022-11-06","13084"
"154964","2022-11-06","47133"
"154965","2022-11-06","4233"
"154966","2022-11-06","20724"
"154967","2022-11-06","45153"
"154968","2022-11-06","33602"
"154969","2022-11-06","47136"
"154970","2022-11-06","35715"
"154971","2022-11-06","2291"
"154972","2022-11-06","40729"
"154973","2022-11-06","38217"
"154974","2022-11-06","47140"
"154975","2022-11-06","30543"
"154976","2022-11-06","6278"
"154977","2022-11-06","47144"
"154978","2022-11-06","14984"
"154979","2022-11-06","10090"
"154980","2022-11-06","40566"
"154981","2022-11-06","16833"
"154982","2022-11-06","37406"
"154983","2022-11-06","9183"
"154984","2022-11-06","16126"
"154985","2022-11-06","25507"
"154986","2022-11-06","43721"
"154987","2022-11-06","21733"
"154988","2022-11-06","21173"
"154989","2022-11-06","9195"
"154990","2022-11-06","47148"
"154991","2022-11-06","31813"
"154992","2022-11-06","11883"
"154993","2022-11-06","45734"
"154994","2022-11-06","8980"
"154995","2022-11-06","7860"
"154996","2022-11-06","21686"
"154997","2022-11-06","28451"
"154998","2022-11-06","3947"
"154999","2022-11-06","6472"
"155000","2022-11-06","45013"
"155001","2022-11-06","45039"
"155002","2022-11-06","35508"
"155003","2022-11-06","47156"
"155004","2022-11-06","40261"
"155005","2022-11-06","47162"
"155006","2022-11-06","17250"
"155007","2022-11-06","3739"
"155008","2022-11-06","47171"
"155009","2022-11-06","26824"
"155010","2022-11-06","10731"
"155011","2022-11-06","35761"
"155012","2022-11-06","32054"
"155013","2022-11-06","21708"
"155014","2022-11-06","29293"
"155015","2022-11-06","15433"
"155016","2022-11-06","47178"
"155017","2022-11-06","33566"
"155018","2022-11-06","6126"
"155019","2022-11-06","33267"
"155020","2022-11-06","5922"
"155021","2022-11-06","15146"
"155022","2022-11-06","47183"
"155023","2022-11-06","1484"
"155024","2022-11-06","23070"
"155025","2022-11-06","38159"
"155026","2022-11-06","47190"
"155027","2022-11-06","47195"
"155028","2022-11-06","13042"
"155029","2022-11-06","39740"
"155030","2022-11-06","31964"
"155031","2022-11-06","39277"
"155032","2022-11-06","6296"
"155033","2022-11-06","26361"
"155034","2022-11-06","11683"
"155035","2022-11-06","44255"
"155036","2022-11-06","45895"
"155037","2022-11-06","47197"
"155038","2022-11-06","34914"
"155039","2022-11-06","20"
"155040","2022-11-06","47201"
"155041","2022-11-06","9857"
"155042","2022-11-06","47204"
"155043","2022-11-06","19714"
"155044","2022-11-06","38076"
"155045","2022-11-06","32886"
"155046","2022-11-06","34242"
"155047","2022-11-06","295"
"155048","2022-11-06","19693"
"155049","2022-11-06","47210"
"155050","2022-11-06","8077"
"155051","2022-11-06","31114"
"155052","2022-11-06","47215"
"155053","2022-11-06","1711"
"155054","2022-11-06","12249"
"155055","2022-11-06","27603"
"155056","2022-11-06","47221"
"155057","2022-11-06","21124"
"155058","2022-11-06","14555"
"155059","2022-11-06","41171"
"155060","2022-11-06","26211"
"155061","2022-11-06","5926"
"155062","2022-11-06","38194"
"155063","2022-11-06","27441"
"155064","2022-11-06","28342"
"155065","2022-11-06","3206"
"155066","2022-11-06","26372"
"155067","2022-11-06","7418"
"155068","2022-11-06","47229"
"155069","2022-11-06","22468"
"155070","2022-11-06","7562"
"155071","2022-11-06","24517"
"155072","2022-11-06","43574"
"155073","2022-11-06","47236"
"155074","2022-11-06","7590"
"155075","2022-11-06","3310"
"155076","2022-11-06","16777"
"155077","2022-11-06","25659"
"155078","2022-11-06","47243"
"155079","2022-11-06","12920"
"155080","2022-11-06","1747"
"155081","2022-11-06","47249"
"155082","2022-11-06","11679"
"155083","2022-11-06","19815"
"155084","2022-11-06","35804"
"155085","2022-11-06","44823"
"155086","2022-11-06","47257"
"155087","2022-11-06","27604"
"155088","2022-11-06","11781"
"155089","2022-11-06","24401"
"155090","2022-11-06","18199"
"155091","2022-11-06","44059"
"155092","2022-11-06","47263"
"155093","2022-11-06","10818"
"155094","2022-11-06","33595"
"155095","2022-11-06","43438"
"155096","2022-11-06","47268"
"155097","2022-11-06","44796"
"155098","2022-11-06","24722"
"155099","2022-11-06","6886"
"155100","2022-11-06","3422"
"155101","2022-11-06","1548"
"155102","2022-11-06","47272"
"155103","2022-11-06","38161"
"155104","2022-11-06","33524"
"155105","2022-11-06","47276"
"155106","2022-11-06","32307"
"155107","2022-11-06","23669"
"155108","2022-11-06","47281"
"155109","2022-11-06","47010"
"155110","2022-11-06","38306"
"155111","2022-11-06","12855"
"155112","2022-11-06","1652"
"155113","2022-11-06","14140"
"155114","2022-11-06","24211"
"155115","2022-11-06","20831"
"155116","2022-11-06","29493"
"155117","2022-11-06","47296"
"155118","2022-11-06","19267"
"155119","2022-11-06","13562"
"155120","2022-11-06","44270"
"155121","2022-11-06","22076"
"155122","2022-11-06","38032"
"155123","2022-11-06","2006"
"155124","2022-11-06","47302"
"155125","2022-11-06","14880"
"155126","2022-11-06","31505"
"155127","2022-11-06","2647"
"155128","2022-11-06","3942"
"155129","2022-11-06","45218"
"155130","2022-11-06","26154"
"155131","2022-11-06","13899"
"155132","2022-11-06","26512"
"155133","2022-11-06","47306"
"155134","2022-11-06","26148"
"155135","2022-11-06","14212"
"155136","2022-11-06","47310"
"155137","2022-11-06","15787"
"155138","2022-11-06","44964"
"155139","2022-11-06","43306"
"155140","2022-11-06","4302"
"155141","2022-11-06","14041"
"155142","2022-11-06","24941"
"155143","2022-11-06","39857"
"155144","2022-11-06","1329"
"155145","2022-11-06","47316"
"155146","2022-11-06","47318"
"155147","2022-11-06","11936"
"155148","2022-11-06","10101"
"155149","2022-11-06","34899"
"155150","2022-11-06","25981"
"155151","2022-11-06","47322"
"155152","2022-11-06","13763"
"155153","2022-11-06","27041"
"155154","2022-11-06","47328"
"155155","2022-11-06","31653"
"155156","2022-11-06","47334"
"155157","2022-11-06","14295"
"155158","2022-11-06","38777"
"155159","2022-11-06","29361"
"155160","2022-11-06","47339"
"155161","2022-11-06","3791"
"155162","2022-11-06","9624"
"155163","2022-11-06","8802"
"155164","2022-11-06","7809"
"155165","2022-11-06","47345"
"155166","2022-11-06","47354"
"155167","2022-11-06","32859"
"155168","2022-11-06","20407"
"155169","2022-11-06","4712"
"155170","2022-11-06","16564"
"155171","2022-11-06","86"
"155172","2022-11-06","47362"
"155173","2022-11-06","44980"
"155174","2022-11-06","13437"
"155175","2022-11-06","20216"
"155176","2022-11-06","3421"
"155177","2022-11-06","2488"
"155178","2022-11-06","2414"
"155179","2022-11-06","41156"
"155180","2022-11-06","47367"
"155181","2022-11-06","2298"
"155182","2022-11-06","17801"
"155183","2022-11-06","38679"
"155184","2022-11-06","22646"
"155185","2022-11-06","47373"
"155186","2022-11-06","29880"
"155187","2022-11-06","47380"
"155188","2022-11-06","47386"
"155189","2022-11-06","22788"
"155190","2022-11-06","3320"
"155191","2022-11-06","47391"
"155192","2022-11-06","47397"
"155193","2022-11-06","47406"
"155194","2022-11-06","45212"
"155195","2022-11-06","17820"
"155196","2022-11-06","31183"
"155197","2022-11-06","35315"
"155198","2022-11-06","47412"
"155199","2022-11-06","47422"
"155200","2022-11-06","9096"
"155201","2022-11-06","39654"
"155202","2022-11-06","47430"
"155203","2022-11-06","26727"
"155204","2022-11-06","47437"
"155205","2022-11-06","37535"
"155206","2022-11-06","8546"
"155207","2022-11-06","45638"
"155208","2022-11-06","34530"
"155209","2022-11-06","5212"
"155210","2022-11-06","43645"
"155211","2022-11-06","20326"
"155212","2022-11-06","47445"
"155213","2022-11-06","1044"
"155214","2022-11-06","24293"
"155215","2022-11-06","416"
"155216","2022-11-06","47455"
"155217","2022-11-06","45830"
"155218","2022-11-06","35545"
"155219","2022-11-06","46909"
"155220","2022-11-06","26235"
"155221","2022-11-06","47462"
"155222","2022-11-06","43936"
"155223","2022-11-06","14870"
"155224","2022-11-06","10549"
"155225","2022-11-06","47470"
"155226","2022-11-06","15706"
"155227","2022-11-06","28027"
"155228","2022-11-06","19997"
"155229","2022-11-06","28033"
"155230","2022-11-06","3203"
"155231","2022-11-06","47475"
"155232","2022-11-06","26289"
"155233","2022-11-06","21379"
"155234","2022-11-06","31543"
"155235","2022-11-06","2932"
"155236","2022-11-06","47482"
"155237","2022-11-06","47488"
"155238","2022-11-06","8718"
"155239","2022-11-06","21755"
"155240","2022-11-06","47495"
"155241","2022-11-06","38121"
"155242","2022-11-06","47503"
"155243","2022-11-06","45709"
"155244","2022-11-06","15690"
"155245","2022-11-06","37862"
"155246","2022-11-06","37597"
"155247","2022-11-06","35094"
"155248","2022-11-06","42493"
"155249","2022-11-06","36977"
"155250","2022-11-06","46362"
"155251","2022-11-06","41562"
"155252","2022-11-06","4460"
"155253","2022-11-06","46818"
"155254","2022-11-06","47513"
"155255","2022-11-06","43436"
"155256","2022-11-06","33704"
"155257","2022-11-06","47101"
"155258","2022-11-06","40058"
"155259","2022-11-06","25247"
"155260","2022-11-06","47523"
"155261","2022-11-06","10452"
"155262","2022-11-06","31932"
"155263","2022-11-06","46604"
"155264","2022-11-06","47529"
"155265","2022-11-06","11183"
"155266","2022-11-06","5346"
"155267","2022-11-06","2216"
"155268","2022-11-06","903"
"155269","2022-11-06","31452"
"155270","2022-11-06","10890"
"155271","2022-11-06","47537"
"155272","2022-11-06","47543"
"155273","2022-11-06","13036"
"155274","2022-11-06","9452"
"155275","2022-11-06","33433"
"155276","2022-11-06","37613"
"155277","2022-11-06","33849"
"155278","2022-11-06","21266"
"155279","2022-11-06","47553"
"155280","2022-11-06","3644"
"155281","2022-11-06","9714"
"155282","2022-11-06","19008"
"155283","2022-11-06","9606"
"155284","2022-11-06","10480"
"155285","2022-11-06","42824"
"155286","2022-11-06","12734"
"155287","2022-11-06","10950"
"155288","2022-11-06","32574"
"155289","2022-11-06","47563"
"155290","2022-11-06","36868"
"155291","2022-11-06","1063"
"155292","2022-11-06","37486"
"155293","2022-11-06","37207"
"155294","2022-11-06","3883"
"155295","2022-11-06","41600"
"155296","2022-11-06","34971"
"155297","2022-11-06","47569"
"155298","2022-11-06","1802"
"155299","2022-11-06","1861"
"155300","2022-11-06","33161"
"155301","2022-11-06","26712"
"155302","2022-11-06","39970"
"155303","2022-11-06","5391"
"155304","2022-11-06","17318"
"155305","2022-11-06","31132"
"155306","2022-11-06","47577"
"155307","2022-11-06","27668"
"155308","2022-11-06","29272"
"155309","2022-11-06","42517"
"155310","2022-11-06","10494"
"155311","2022-11-06","17153"
"155312","2022-11-06","26299"
"155313","2022-11-06","27755"
"155314","2022-11-06","47582"
"155315","2022-11-06","4831"
"155316","2022-11-06","47588"
"155317","2022-11-06","734"
"155318","2022-11-06","38194"
"155319","2022-11-06","30540"
"155320","2022-11-06","14138"
"155321","2022-11-06","18839"
"155322","2022-11-06","47031"
"155323","2022-11-06","38094"
"155324","2022-11-06","47602"
"155325","2022-11-06","23134"
"155326","2022-11-06","22806"
"155327","2022-11-06","17738"
"155328","2022-11-06","36055"
"155329","2022-11-06","22819"
"155330","2022-11-06","2371"
"155331","2022-11-06","23"
"155332","2022-11-06","13484"
"155333","2022-11-06","47610"
"155334","2022-11-06","38895"
"155335","2022-11-06","29760"
"155336","2022-11-06","47616"
"155337","2022-11-06","38509"
"155338","2022-11-06","16041"
"155339","2022-11-06","16883"
"155340","2022-11-06","7673"
"155341","2022-11-06","1607"
"155342","2022-11-06","22684"
"155343","2022-11-06","24351"
"155344","2022-11-06","47624"
"155345","2022-11-06","21896"
"155346","2022-11-06","5924"
"155347","2022-11-06","28715"
"155348","2022-11-06","20592"
"155349","2022-11-06","29634"
"155350","2022-11-06","47630"
"155351","2022-11-06","19637"
"155352","2022-11-06","14264"
"155353","2022-11-06","29217"
"155354","2022-11-06","15017"
"155355","2022-11-06","3349"
"155356","2022-11-06","27800"
"155357","2022-11-06","6137"
"155358","2022-11-06","40289"
"155359","2022-11-06","47638"
"155360","2022-11-06","11117"
"155361","2022-11-06","47643"
"155362","2022-11-06","16578"
"155363","2022-11-06","170"
"155364","2022-11-06","2771"
"155365","2022-11-06","20666"
"155366","2022-11-06","17166"
"155367","2022-11-06","22288"
"155368","2022-11-06","47649"
"155369","2022-11-06","16939"
"155370","2022-11-06","47654"
"155371","2022-11-06","11637"
"155372","2022-11-06","37133"
"155373","2022-11-06","32148"
"155374","2022-11-06","47659"
"155375","2022-11-06","47663"
"155376","2022-11-06","47668"
"155377","2022-11-06","8755"
"155378","2022-11-06","41878"
"155379","2022-11-06","43250"
"155380","2022-11-06","47679"
"155381","2022-11-06","47685"
"155382","2022-11-06","47688"
"155383","2022-11-06","2302"
"155384","2022-11-06","46986"
"155385","2022-11-06","41496"
"155386","2022-11-06","47696"
"155387","2022-11-06","47704"
"155388","2022-11-06","46630"
"155389","2022-11-06","9937"
"155390","2022-11-06","11132"
"155391","2022-11-06","17468"
"155392","2022-11-06","47713"
"155393","2022-11-06","35942"
"155394","2022-11-06","24273"
"155395","2022-11-06","47721"
"155396","2022-11-06","41825"
"155397","2022-11-06","45342"
"155398","2022-11-06","27783"
"155399","2022-11-06","20254"
"155400","2022-11-06","43921"
"155401","2022-11-06","39708"
"155402","2022-11-06","14928"
"155403","2022-11-06","47729"
"155404","2022-11-06","24071"
"155405","2022-11-06","19476"
"155406","2022-11-06","31412"
"155407","2022-11-06","35624"
"155408","2022-11-06","18843"
"155409","2022-11-06","19703"
"155410","2022-11-06","44229"
"155411","2022-11-06","25611"
"155412","2022-11-06","11483"
"155413","2022-11-06","41685"
"155414","2022-11-06","47736"
"155415","2022-11-06","47746"
"155416","2022-11-06","1294"
"155417","2022-11-06","3168"
"155418","2022-11-06","35751"
"155419","2022-11-06","9512"
"155420","2022-11-06","41200"
"155421","2022-11-06","22104"
"155422","2022-11-06","46851"
"155423","2022-11-06","12827"
"155424","2022-11-06","33116"
"155425","2022-11-06","47754"
"155426","2022-11-06","37168"
"155427","2022-11-06","1502"
"155428","2022-11-06","18616"
"155429","2022-11-06","37675"
"155430","2022-11-06","25533"
"155431","2022-11-06","18693"
"155432","2022-11-06","47759"
"155433","2022-11-06","45406"
"155434","2022-11-06","21153"
"155435","2022-11-06","28550"
"155436","2022-11-06","31699"
"155437","2022-11-06","20163"
"155438","2022-11-06","35426"
"155439","2022-11-06","47771"
"155440","2022-11-06","38024"
"155441","2022-11-06","8960"
"155442","2022-11-06","21230"
"155443","2022-11-06","22504"
"155444","2022-11-06","24829"
"155445","2022-11-06","44762"
"155446","2022-11-06","376"
"155447","2022-11-06","9319"
"155448","2022-11-06","23109"
"155449","2022-11-06","47781"
"155450","2022-11-06","4250"
"155451","2022-11-06","26617"
"155452","2022-11-06","47797"
"155453","2022-11-06","2465"
"155454","2022-11-06","47804"
"155455","2022-11-06","15648"
"155456","2022-11-06","47816"
"155457","2022-11-06","38695"
"155458","2022-11-06","36555"
"155459","2022-11-06","1975"
"155460","2022-11-06","47823"
"155461","2022-11-06","15694"
"155462","2022-11-06","47830"
"155463","2022-11-06","47836"
"155464","2022-11-06","13592"
"155465","2022-11-06","45332"
"155466","2022-11-06","36421"
"155467","2022-11-06","39310"
"155468","2022-11-06","41601"
"155469","2022-11-06","47840"
"155470","2022-11-06","33510"
"155471","2022-11-06","34578"
"155472","2022-11-06","47845"
"155473","2022-11-06","27358"
"155474","2022-11-06","39970"
"155475","2022-11-06","41360"
"155476","2022-11-06","20321"
"155477","2022-11-06","34360"
"155478","2022-11-06","47855"
"155479","2022-11-06","37890"
"155480","2022-11-06","45757"
"155481","2022-11-06","4083"
"155482","2022-11-06","24683"
"155483","2022-11-06","36205"
"155484","2022-11-06","41868"
"155485","2022-11-06","16897"
"155486","2022-11-06","5341"
"155487","2022-11-06","30014"
"155488","2022-11-06","22484"
"155489","2022-11-06","28862"
"155490","2022-11-06","14399"
"155491","2022-11-06","13989"
"155492","2022-11-06","42451"
"155493","2022-11-06","11729"
"155494","2022-11-06","16622"
"155495","2022-11-06","27299"
"155496","2022-11-06","10969"
"155497","2022-11-06","10218"
"155498","2022-11-06","47866"
"155499","2022-11-06","6639"
"155500","2022-11-06","38736"
"155501","2022-11-06","6431"
"155502","2022-11-06","27946"
"155503","2022-11-06","47873"
"155504","2022-11-06","41540"
"155505","2022-11-06","29655"
"155506","2022-11-06","28408"
"155507","2022-11-06","16465"
"155508","2022-11-06","26327"
"155509","2022-11-06","3818"
"155510","2022-11-06","7423"
"155511","2022-11-06","14033"
"155512","2022-11-06","7293"
"155513","2022-11-06","21535"
"155514","2022-11-06","2959"
"155515","2022-11-06","20029"
"155516","2022-11-06","47884"
"155517","2022-11-06","47891"
"155518","2022-11-06","47895"
"155519","2022-11-06","47899"
"155520","2022-11-06","26257"
"155521","2022-11-06","20314"
"155522","2022-11-06","46970"
"155523","2022-11-06","47907"
"155524","2022-11-06","33319"
"155525","2022-11-06","28678"
"155526","2022-11-06","42737"
"155527","2022-11-06","17269"
"155528","2022-11-06","47915"
"155529","2022-11-06","1323"
"155530","2022-11-06","31118"
"155531","2022-11-06","38300"
"155532","2022-11-06","8466"
"155533","2022-11-06","6467"
"155534","2022-11-06","3732"
"155535","2022-11-06","20282"
"155536","2022-11-06","35348"
"155537","2022-11-06","9380"
"155538","2022-11-06","9160"
"155539","2022-11-06","35040"
"155540","2022-11-06","19708"
"155541","2022-11-06","141"
"155542","2022-11-06","47926"
"155543","2022-11-06","47934"
"155544","2022-11-06","10307"
"155545","2022-11-06","47943"
"155546","2022-11-06","1464"
"155547","2022-11-06","19699"
"155548","2022-11-06","35561"
"155549","2022-11-06","47952"
"155550","2022-11-06","8801"
"155551","2022-11-06","18637"
"155552","2022-11-06","14490"
"155553","2022-11-06","47964"
"155554","2022-11-06","47973"
"155555","2022-11-06","47982"
"155556","2022-11-06","47993"
"155557","2022-11-06","45633"
"155558","2022-11-06","35577"
"155559","2022-11-06","29821"
"155560","2022-11-06","48004"
"155561","2022-11-06","6978"
"155562","2022-11-06","48011"
"155563","2022-11-06","48018"
"155564","2022-11-06","26881"
"155565","2022-11-06","32208"
"155566","2022-11-06","30168"
"155567","2022-11-06","24217"
"155568","2022-11-06","42197"
"155569","2022-11-06","48025"
"155570","2022-11-06","43146"
"155571","2022-11-06","48032"
"155572","2022-11-06","48040"
"155573","2022-11-06","31259"
"155574","2022-11-06","48047"
"155575","2022-11-06","39901"
"155576","2022-11-06","11141"
"155577","2022-11-06","33774"
"155578","2022-11-06","35235"
"155579","2022-11-06","38502"
"155580","2022-11-06","48055"
"155581","2022-11-06","20207"
"155582","2022-11-06","48065"
"155583","2022-11-06","16687"
"155584","2022-11-06","24246"
"155585","2022-11-06","48047"
"155586","2022-11-06","4239"
"155587","2022-11-06","47628"
"155588","2022-11-06","3332"
"155589","2022-11-06","48073"
"155590","2022-11-06","40523"
"155591","2022-11-06","28279"
"155592","2022-11-06","48081"
"155593","2022-11-06","31838"
"155594","2022-11-06","45813"
"155595","2022-11-06","28572"
"155596","2022-11-06","48090"
"155597","2022-11-06","26936"
"155598","2022-11-06","44154"
"155599","2022-11-06","23859"
"155600","2022-11-06","48100"
"155601","2022-11-06","34806"
"155602","2022-11-06","3344"
"155603","2022-11-06","20446"
"155604","2022-11-06","34608"
"155605","2022-11-06","26077"
"155606","2022-11-06","48108"
"155607","2022-11-06","42379"
"155608","2022-11-06","7743"
"155609","2022-11-06","47635"
"155610","2022-11-06","45564"
"155611","2022-11-06","41490"
"155612","2022-11-06","31190"
"155613","2022-11-06","33412"
"155614","2022-11-06","31961"
"155615","2022-11-06","48117"
"155616","2022-11-06","24050"
"155617","2022-11-06","48125"
"155618","2022-11-06","28041"
"155619","2022-11-06","33701"
"155620","2022-11-06","19227"
"155621","2022-11-06","12790"
"155622","2022-11-06","48134"
"155623","2022-11-06","17978"
"155624","2022-11-06","36082"
"155625","2022-11-06","42452"
"155626","2022-11-06","35278"
"155627","2022-11-06","43445"
"155628","2022-11-06","48146"
"155629","2022-11-06","24994"
"155630","2022-11-06","2844"
"155631","2022-11-06","48157"
"155632","2022-11-06","3546"
"155633","2022-11-06","7872"
"155634","2022-11-06","46745"
"155635","2022-11-06","36535"
"155636","2022-11-06","19776"
"155637","2022-11-06","48168"
"155638","2022-11-06","48173"
"155639","2022-11-06","34744"
"155640","2022-11-06","39739"
"155641","2022-11-06","48183"
"155642","2022-11-06","43327"
"155643","2022-11-06","25316"
"155644","2022-11-06","30033"
"155645","2022-11-06","24487"
"155646","2022-11-06","10467"
"155647","2022-11-06","22382"
"155648","2022-11-06","4889"
"155649","2022-11-06","32426"
"155650","2022-11-06","27830"
"155651","2022-11-06","48192"
"155652","2022-11-06","24905"
"155653","2022-11-06","34162"
"155654","2022-11-06","17803"
"155655","2022-11-06","13613"
"155656","2022-11-06","37588"
"155657","2022-11-06","25353"
"155658","2022-11-06","40745"
"155659","2022-11-06","44241"
"155660","2022-11-06","48201"
"155661","2022-11-06","38241"
"155662","2022-11-06","39088"
"155663","2022-11-06","48209"
